dish_id,pred_calories,pred_mass,pred_fat,pred_carb,pred_protein,true_calories,true_mass,true_fat,true_carb,true_protein,preddens_calories,preddens_fat,preddens_carb,preddens_protein,truedens_calories,truedens_fat,truedens_carb,truedens_protein
dish_1562168800,194.199,236.474,6.42937,33.1701,2.92788,237.525,242,9.34268,36.3149,3.826,82.1227,2.71885,14.027,1.23814,98.1508,3.86061,15.0062,1.58099
dish_1564687046,440.849,306.897,26.2489,19.6346,33.0113,374.794,308,29.0702,20.4583,33.6856,143.647,8.553,6.39777,10.7564,121.686,9.43836,6.64232,10.9369
dish_1563221054,326.239,213.879,19.9049,10.646,26.4041,298.878,170,17.8911,6.50988,26.9013,152.534,9.3066,4.97757,12.3453,175.81,10.5242,3.82934,15.8243
dish_1565898361,375.179,189.594,23.1815,7.53828,33.5973,370.671,202,18.8428,7.62006,38.9505,197.886,12.2269,3.97602,17.7207,183.501,9.32811,3.77231,19.2824
dish_1560367926,459.94,196.214,20.0745,42.5285,30.3618,408.523,194,20.9659,44.9849,24.1559,234.408,10.2309,21.6746,15.4738,210.579,10.8072,23.1881,12.4515
dish_1560444869,23.9176,50.1589,0.077493,5.77241,0.37299,14.04,39,0.039,3.51,0.195,47.6837,0.154495,11.5082,0.743616,36,0.1,9,0.5
dish_1559850283,319.26,59.5734,27.6214,13.3848,12.098,271.707,47,23.265,10.669,10.528,535.91,46.3653,22.4677,20.3077,578.1,49.5,22.7,22.4
dish_1566502505,454.365,347.383,23.4858,31.336,35.2425,454.517,275,22.4597,33.1468,31.8749,130.796,6.76078,9.02057,10.1451,165.279,8.16716,12.0534,11.5909
dish_1565811091,519.738,458.549,30.3826,27.335,40.7675,504.4,371,17.632,9.06,74.731,113.344,6.62582,5.9612,8.89054,135.957,4.75256,2.44205,20.1431
dish_1561739265,300.848,362.788,6.26986,47.2485,12.9717,292.04,308,9.989,41.127,10.689,82.9269,1.72824,13.0237,3.57555,94.8182,3.24318,13.3529,3.47045
dish_1558373159,940.615,326.216,72.616,44.9169,40.5091,1013.34,334,79.118,30.505,60.625,288.341,22.2601,13.7691,12.4179,303.394,23.688,9.13323,18.1512
dish_1565035830,289.812,363.818,8.97193,13.8111,37.6091,340.128,414,6.475,14.785,54.718,79.6585,2.46605,3.79616,10.3373,82.1565,1.56401,3.57126,13.2169
dish_1562788568,344.126,248.097,16.7466,31.8145,21.7452,289.203,230,11.7352,46.9172,11.4304,138.706,6.74999,12.8234,8.76477,125.741,5.10225,20.3988,4.96974
dish_1558376483,771.461,256.598,59.8728,30.9922,34.7532,735.03,270,55.444,32.24,33.301,300.649,23.3333,12.0781,13.5438,272.233,20.5348,11.9407,12.3337
dish_1561739160,40.3161,64.2792,0.339779,9.02629,0.601942,34.77,61,0.183,8.54,0.427,62.7203,0.528599,14.0423,0.93645,57,0.3,14,0.7
dish_1558549773,1.41795,5.59795,0.0227659,0.220197,0.160134,2.3,10,0.04,0.36,0.29,25.3297,0.406682,3.93353,2.86059,23,0.4,3.6,2.9
dish_1561574394,74.1659,104.555,5.50743,5.46931,2.97819,61.5024,82,4.80367,3.43842,2.36795,70.9348,5.2675,5.23104,2.84844,75.0029,5.85813,4.19319,2.88775
dish_1558461760,13.706,67.0141,0.148475,2.76808,0.644569,10.98,61,0.122,2.379,0.549,20.4524,0.221558,4.1306,0.961842,18,0.2,3.9,0.9
dish_1563909469,66.2073,68.9598,5.58951,2.55721,1.73497,72.4028,64,6.90635,2.24837,1.36492,96.0086,8.10547,3.70827,2.51591,113.129,10.7912,3.51307,2.13268
dish_1558376938,48.4556,70.5192,0.139393,12.6227,0.490785,51.06,74,0.148,13.32,0.518,68.7127,0.197666,17.8997,0.695959,69,0.2,18,0.7
dish_1565986733,372.245,242.397,29.2469,10.6467,35.5602,387.929,287,35.6928,9.92611,42.9748,153.568,12.0657,4.39226,14.6702,135.167,12.4365,3.45858,14.9738
dish_1558639555,166.737,324.191,1.19651,40.7612,3.03155,156.049,320,1.278,38.18,2.725,51.4318,0.369075,12.5732,0.935113,48.7653,0.399375,11.9313,0.851562
dish_1558546558,271.752,49.4478,23.3481,11.0958,10.6423,254.364,44,21.78,9.988,9.856,549.574,47.2178,22.4394,21.5224,578.1,49.5,22.7,22.4
dish_1563984242,377.34,644.353,4.74204,37.8514,38.8057,402.117,753,3.30239,36.8196,49.4078,58.561,0.735937,5.87432,6.02243,53.402,0.438564,4.88972,6.56146
dish_1559849097,420.706,295.861,22.9077,51.1622,11.0343,495.928,325,29.044,55.626,14.261,142.197,7.74274,17.2927,3.72956,152.593,8.93662,17.1157,4.388
dish_1563566965,289.051,276.437,16.8145,24.3716,13.1105,370.827,286,12.0885,56.2438,13.121,104.563,6.08258,8.81631,4.74267,129.66,4.22675,19.6657,4.58777
dish_1566849895,74.2107,125.5,3.70623,9.83748,1.29797,112.31,153,7.341,12.821,1.31,59.1322,2.95318,7.83865,1.03425,73.4052,4.79804,8.37974,0.856209
dish_1559157919,11.4731,16.8732,0.798126,0.840979,0.503657,37.0946,39,3.32846,1.52336,0.990958,67.9964,4.73015,4.98412,2.98496,95.1143,8.53452,3.90606,2.54092
dish_1558113477,269.207,48.0772,23.2033,10.8937,10.3117,289.05,50,24.75,11.35,11.2,559.947,48.2626,22.6588,21.4482,578.1,49.5,22.7,22.4
dish_1559238993,47.9163,93.331,0.259503,11.5958,0.664151,61.56,108,0.324,15.12,0.756,51.3402,0.278045,12.4243,0.711608,57,0.3,14,0.7
dish_1562788506,97.7189,95.0305,2.37565,19.7495,2.57508,114.588,108,2.592,23.76,3.348,102.829,2.49988,20.7823,2.70974,106.1,2.4,22,3.1
dish_1562774129,84.0826,97.1887,5.25797,9.34863,1.12904,73.0835,77,2.8981,11.3361,1.539,86.5148,5.41006,9.61906,1.1617,94.9137,3.76376,14.7222,1.9987
dish_1559578551,151.516,29.2914,11.6258,0.611964,10.4624,124.43,23,9.66,0.322,8.51,517.27,39.6902,2.08922,35.7184,541,42,1.4,37
dish_1562788536,244.022,204.011,10.5154,33.5552,9.08811,245.132,190,6.61,44.752,5.398,119.612,5.15431,16.4477,4.45472,129.017,3.47895,23.5537,2.84105
dish_1559233756,215.074,200.951,8.20409,25.0438,9.42081,189.85,222,5.242,30.418,6.142,107.028,4.08264,12.4627,4.68812,85.518,2.36126,13.7018,2.76667
dish_1564428181,472.892,291.054,26.3656,15.3069,42.1142,510.051,320,32.3234,20.955,34.3055,162.475,9.05866,5.25912,14.4695,159.391,10.1011,6.54845,10.7205
dish_1565118729,431.111,220.669,25.6649,9.84105,35.8112,435.493,248,24.2651,9.01755,41.903,195.366,11.6305,4.45964,16.2285,175.602,9.78432,3.63611,16.8964
dish_1566414291,319.645,262.31,16.2201,34.593,11.2497,345.142,244,14.7944,46.0217,7.03522,121.858,6.18356,13.1878,4.2887,141.452,6.06328,18.8614,2.88329
dish_1561661347,72.4295,149.324,3.14604,9.01433,4.08838,50.67,132,1.632,7.215,3.426,48.5048,2.10685,6.03674,2.73792,38.3864,1.23636,5.46591,2.59545
dish_1563218408,246.568,99.6642,10.3477,28.0808,10.5634,245.34,87,10.44,27.84,10.44,247.398,10.3826,28.1754,10.599,282,12,32,12
dish_1561661377,288.405,297.172,13.7749,15.7505,31.5472,306.334,294,8.97279,11.8548,43.7352,97.0497,4.63533,5.30011,10.6158,104.195,3.05197,4.03226,14.8759
dish_1558639876,78.3575,239.535,0.754636,16.8028,3.18222,68.18,215,0.529,15.37,2.767,32.7124,0.315042,7.01476,1.3285,31.7116,0.246047,7.14884,1.28698
dish_1566849862,49.2179,43.0751,4.41037,2.7832,0.260068,77.05,67,7.169,4.221,0.536,114.261,10.2388,6.46127,0.603756,115,10.7,6.3,0.8
dish_1566502573,732.872,531.798,31.2985,76.9574,52.1636,821.51,487,43.2062,60.7182,51.1893,137.81,5.8854,14.4712,9.80891,168.688,8.87192,12.4678,10.5111
dish_1562009810,142.791,109.022,2.81998,25.5331,3.70421,119.88,108,0.972,24.84,2.808,130.975,2.58661,23.4202,3.39767,111,0.9,23,2.6
dish_1564675411,227.403,292.658,6.28094,4.79239,31.6137,235.531,308,7.033,2.708,35.193,77.7025,2.14617,1.63754,10.8023,76.4711,2.28344,0.879221,11.4263
dish_1560203424,357.618,131.07,16.2569,35.7231,15.7144,451.754,138,22.272,50.212,14.588,272.845,12.4032,27.255,11.9893,327.358,16.1391,36.3855,10.571
dish_1562790824,571.18,357.477,40.6973,16.5004,49.7122,437.072,368,49.8295,19.2739,49.8599,159.781,11.3846,4.61578,13.9064,118.769,13.5406,5.23747,13.5489
dish_1558030289,37.7518,101.73,0.147381,9.28483,0.474434,38.52,107,0.107,9.63,0.535,37.1098,0.144874,9.12694,0.466366,36,0.1,9,0.5
dish_1560444985,158.056,245.354,6.23237,19.9115,5.69028,198.938,264,10.0954,24.0756,5.12749,64.4197,2.54015,8.11541,2.31921,75.3552,3.82403,9.11955,1.94223
dish_1563984140,200.612,378.345,1.06632,3.30448,37.6012,245.44,472,0.944,3.304,47.2,53.0236,0.281837,0.873405,9.93835,52,0.2,0.7,10
dish_1561662160,68.2589,57.5562,5.33732,4.02214,1.75286,41.8383,36,3.37508,2.75282,0.63016,118.595,9.27322,6.9882,3.04548,116.218,9.37522,7.64671,1.75044
dish_1558641164,73.9376,142.787,0.27025,19.8914,0.406833,80.08,154,0.308,21.56,0.462,51.7818,0.189268,13.9308,0.284923,52,0.2,14,0.3
dish_1558110335,46.7329,9.34306,3.62842,0.242996,3.11476,37.87,7,2.94,0.098,2.59,500.189,38.8355,2.60082,33.3377,541,42,1.4,37
dish_1565811061,231.799,340.87,10.833,17.7128,20.4231,380.32,324,7.762,9.06,65.801,68.0023,3.17805,5.19637,5.99146,117.383,2.39568,2.7963,20.309
dish_1559844490,103.675,187.374,0.504558,25.7451,1.51134,108.36,180,0.459,27.45,1.359,55.3304,0.269279,13.74,0.806589,60.2,0.255,15.25,0.755
dish_1562786103,83.0386,59.6912,2.31562,12.5306,3.06362,93.081,57,3.363,13.965,2.337,139.114,3.87932,20.9923,5.13244,163.3,5.9,24.5,4.1
dish_1563897087,94.6814,217.801,3.02594,12.3756,7.07823,102.44,231,0.67,8.169,15.196,43.4716,1.38931,5.68206,3.24987,44.3463,0.290043,3.53636,6.57836
dish_1566590007,830.922,471.787,38.508,49.296,73.6413,740.762,457,29.2331,57.951,61.7982,176.122,8.16216,10.4488,15.609,162.092,6.39674,12.6807,13.5226
dish_1560975517,41.9597,99.8051,1.33303,5.8498,3.14284,42.39,99,1.858,4.608,3.064,42.0416,1.33564,5.86122,3.14898,42.8182,1.87677,4.65455,3.09495
dish_1557936645,10.5979,29.9838,0.0790566,2.48098,0.193108,11.88,36,0.108,2.88,0.252,35.3454,0.263664,8.2744,0.64404,33,0.3,8,0.7
dish_1565020796,138.653,101.193,7.5028,2.06981,14.0745,90.6,99,3.542,0.749,12.06,137.018,7.41434,2.04541,13.9086,91.5151,3.57778,0.756566,12.1818
dish_1559578579,156.038,102.139,9.77782,8.80546,9.11277,142.58,78,9.825,4.722,8.895,152.769,9.57301,8.62102,8.92189,182.795,12.5962,6.05385,11.4038
dish_1557862783,457.289,302.063,23.6887,8.5075,46.6952,442.98,258,24.919,3.85,50.416,151.389,7.8423,2.81647,15.4588,171.698,9.65853,1.49225,19.5411
dish_1560975601,302.317,301.371,14.4662,18.3183,29.0793,233.936,253,8.42107,17.9459,22.7947,100.314,4.80014,6.07832,9.64901,92.4647,3.32849,7.09325,9.00976
dish_1560367952,154.277,185.826,10.1443,11.2866,8.69313,414.733,221,21.0739,45.9569,24.9389,83.0226,5.45902,6.07378,4.67811,187.662,9.53571,20.795,11.2846
dish_1563565454,274.99,250.504,13.2694,24.0973,19.6248,350.789,322,22.6869,26.5777,22.2346,109.775,5.29706,9.61951,7.8341,108.941,7.04562,8.25394,6.90516
dish_1562703408,311.071,200.733,12.9148,30.4524,17.5546,311.209,196,12.0492,32.8336,17.4077,154.968,6.43383,15.1706,8.74525,158.78,6.14755,16.7518,8.8815
dish_1564689138,274.971,218.047,14.9919,29.6579,10.952,268.267,223,21.9736,15.5228,5.80121,126.106,6.87551,13.6016,5.02277,120.299,9.85361,6.96091,2.60144
dish_1563221086,379.616,288.234,21.2031,15.2752,30.3299,328.278,254,18.2271,12.3899,28.9173,131.704,7.35622,5.2996,10.5227,129.243,7.17602,4.87791,11.3848
dish_1567007814,83.0998,161.087,0.48191,19.5819,1.28836,73,152,0.398,17.92,1.109,51.5868,0.299161,12.1561,0.799792,48.0263,0.261842,11.7895,0.729605
dish_1565896701,333.788,190.76,20.5942,13.0495,23.7045,294.473,184,18.1844,8.32206,25.7472,174.978,10.7959,6.84079,12.4264,160.04,9.88282,4.52286,13.993
dish_1557937615,7.00574,18.2732,0.0860905,1.42021,0.113538,6.93,21,0.063,1.68,0.147,38.3389,0.47113,7.77208,0.621338,33,0.3,8,0.7
dish_1564427455,337.151,262.692,21.4559,9.7728,27.2017,354.26,218,23.956,4.212,31.222,128.345,8.16771,3.72025,10.355,162.505,10.989,1.93211,14.322
dish_1564588859,157.97,214.382,3.40647,9.75587,20.1764,183.586,257,4.75445,9.57116,23.4361,73.6863,1.58897,4.55069,9.41142,71.4344,1.84998,3.72419,9.1191
dish_1561577848,363.058,238.225,15.5398,8.10309,46.9822,413.348,254,13.8416,6.03791,63.1229,152.401,6.52316,3.40145,19.7218,162.735,5.44944,2.37713,24.8515
dish_1563389600,334.106,250.884,20.0756,4.04705,34.7432,451.428,264,29.046,2.924,44.474,133.172,8.00192,1.61311,13.8483,170.995,11.0023,1.10758,16.8462
dish_1566316726,372.362,591.73,4.07528,26.1558,45.2321,409.523,685,4.10161,25.3654,57.4902,62.9277,0.688706,4.42022,7.64405,59.7844,0.598775,3.70298,8.39274
dish_1562776465,146.266,191.679,2.94825,25.8562,3.58901,173.432,212,4.40542,31.4916,3.63413,76.3078,1.53812,13.4893,1.8724,81.8078,2.07803,14.8545,1.71421
dish_1568401261,491.09,438.623,19.9395,26.1109,51.8676,530.393,443,26.3507,34.583,39.132,111.962,4.54592,5.95291,11.8251,119.728,5.94824,7.80654,8.8334
dish_1559841950,12.9591,33.0613,0.12916,2.57028,0.79175,11.2,32,0.128,2.24,0.768,39.1972,0.390667,7.77428,2.39479,35,0.4,7,2.4
dish_1558375667,503.775,89.0403,43.1346,20.1172,19.2478,687.939,119,58.905,27.013,26.656,565.783,48.4439,22.5933,21.6169,578.1,49.5,22.7,22.4
dish_1566328805,754.853,429.778,27.043,67.8986,55.0753,927.81,488,28.737,85.054,77.984,175.638,6.29232,15.7985,12.8148,190.125,5.88873,17.4291,15.9803
dish_1558114145,50.0473,71.4487,0.158387,12.8639,0.522576,57.27,83,0.166,14.94,0.581,70.0466,0.22168,18.0044,0.7314,69,0.2,18,0.7
dish_1562700593,411.774,355.358,24.8913,19.6381,33.4739,385.774,384,29.8068,18.612,37.0463,115.876,7.00457,5.52629,9.41975,100.462,7.76219,4.84687,9.64748
dish_1557937574,8.05651,11.9942,0.246664,1.30796,0.176188,5.59,13,0.065,1.196,0.182,67.1701,2.05653,10.9049,1.46895,43,0.5,9.2,1.4
dish_1561661324,38.9497,91.8073,1.56529,4.85137,2.67768,33,75,1.575,3.225,2.4,42.4256,1.70497,5.2843,2.91663,44,2.1,4.3,3.2
dish_1564588820,79.3265,165.963,0.581801,2.5235,14.4787,81.12,156,0.312,1.092,15.6,47.7976,0.35056,1.52052,8.72406,52,0.2,0.7,10
dish_1566414225,137.435,122.39,8.87851,7.15559,11.4391,125.182,88,4.18641,17.9417,3.75922,112.292,7.25426,5.84654,9.34644,142.252,4.75728,20.3883,4.27184
dish_1568305257,764.862,414.936,55.8576,8.57699,49.1868,837.148,420,65.4969,9.31325,52.073,184.333,13.4618,2.06707,11.8541,199.321,15.5945,2.21744,12.3983
dish_1564773826,10.9665,41.4315,0.202978,1.90262,0.402603,10.08,56,0.112,2.184,0.504,26.469,0.489912,4.59221,0.971731,18,0.2,3.9,0.9
dish_1562700496,34.6485,127.231,0.379371,7.18622,2.10162,31,124,0.372,6.2,2.232,27.2327,0.298175,5.64817,1.65182,25,0.3,5,1.8
dish_1566850099,106.131,81.7651,8.48195,6.6873,1.90864,113.058,112,10.6873,4.14074,1.52555,129.8,10.3736,8.17867,2.33429,100.945,9.54227,3.69708,1.3621
dish_1560975628,423.784,331.635,18.348,32.6845,34.0457,348.273,296,12.4631,32.3509,27.6107,127.786,5.53259,9.85555,10.266,117.66,4.2105,10.9294,9.32794
dish_1558461431,0.527067,2.18386,0.0101398,0.0820483,0.0574786,1.15,5,0.02,0.18,0.145,24.1347,0.464306,3.75703,2.63198,23,0.4,3.6,2.9
dish_1558635618,235.795,350.558,2.63543,54.0206,5.60206,220.254,334,2.439,49.7,5.606,67.2629,0.751781,15.4099,1.59804,65.9443,0.73024,14.8802,1.67844
dish_1561148021,392.216,253.821,19.9512,26.9946,25.7009,361.765,216,19.9488,23.6116,22.2041,154.524,7.86034,10.6353,10.1256,167.484,9.23555,10.9313,10.2797
dish_1566328745,258.56,202.093,9.31308,1.02181,40.2839,282.03,203,6.084,1.404,52.094,127.941,4.60831,0.505615,19.9334,138.931,2.99704,0.691626,25.6621
dish_1558373074,83.0437,160.033,0.340995,21.1634,0.672197,73.84,142,0.284,0.426,19.88,51.8918,0.213079,13.2245,0.420038,52,0.2,0.3,14
dish_1561662869,273.104,190.855,9.70296,11.7703,33.9548,284.346,192,9.2427,10.2828,38.791,143.095,5.08395,6.16714,17.7909,148.097,4.81391,5.35561,20.2037
dish_1558544663,137.29,199.181,3.73258,19.9962,8.86963,141.44,208,2.912,24.96,4.992,68.927,1.87396,10.0392,4.45304,68,1.4,12,2.4
dish_1564588919,310.991,379.603,7.67953,39.8018,22.3193,335.944,452,7.60681,41.0018,25.0932,81.9253,2.02304,10.4851,5.87963,74.3239,1.68292,9.07119,5.5516
dish_1563909580,569.846,391.211,20.3366,73.4172,21.4623,544.312,361,20.1222,74.1441,18.4818,145.662,5.19838,18.7667,5.48611,150.779,5.57401,20.5385,5.1196
dish_1565894858,55.4058,26.4401,1.74011,8.69454,1.42525,132.84,27,6.75,17.55,1.377,209.552,6.58136,32.884,5.39051,492,25,65,5.1
dish_1564689078,40.4885,33.8778,3.38408,2.2636,0.850317,72.3608,55,6.58469,2.95896,1.45029,119.513,9.98908,6.68168,2.50995,131.565,11.9722,5.37993,2.63689
dish_1566414412,773.318,582.077,42.9042,42.9787,62.5736,920.12,658,37.8124,57.0623,85.3348,132.855,7.37088,7.38368,10.7501,139.836,5.74656,8.67209,12.9688
dish_1566502537,503.804,370.151,25.3091,35.9242,39.1168,517.644,315,24.2722,34.2924,41.8278,136.108,6.8375,9.70527,10.5678,164.331,7.70547,10.8865,13.2787
dish_1558718587,15.4612,64.7761,0.21582,3.06899,1.14774,10.25,41,0.123,2.05,0.738,23.8687,0.333178,4.73784,1.77186,25,0.3,5,1.8
dish_1563551164,344.741,272.135,9.80971,42.2057,18.4126,339.756,270,8.32785,46.7571,17.7567,126.68,3.60473,15.5091,6.76599,125.836,3.08439,17.3175,6.57657
dish_1558720236,622.446,377.46,43.3974,49.5671,21.682,887.823,407,66.44,60.461,31.913,164.904,11.4972,13.1318,5.74419,218.138,16.3243,14.8553,7.84103
dish_1562776497,322.694,282.788,18.3386,21.6359,16.2763,291.832,292,13.2054,32.7716,11.6341,114.112,6.48494,7.65092,5.75566,99.9426,4.5224,11.2231,3.98429
dish_1563565289,92.4724,99.2116,3.15765,16.8423,3.03499,93.368,88,2.112,19.36,2.728,93.2072,3.18274,16.9761,3.05911,106.1,2.4,22,3.1
dish_1559849412,388.377,68.6113,33.481,15.9313,14.8486,352.641,61,30.195,13.847,13.664,566.054,48.7981,23.2197,21.6417,578.1,49.5,22.7,22.4
dish_1559934477,16.4906,41.062,0.559738,1.84202,1.32071,25.08,57,1.197,2.451,1.824,40.1602,1.36316,4.48595,3.21637,44,2.1,4.3,3.2
dish_1557936599,12.4959,33.6606,0.156449,2.40016,0.828785,22.05,63,0.252,4.41,1.512,37.1232,0.464784,7.13046,2.46218,35,0.4,7,2.4
dish_1563565354,269.229,195.671,14.397,18.5962,24.214,272.315,193,15.7771,23.0455,20.0397,137.592,7.35773,9.50378,12.3748,141.096,8.17465,11.9407,10.3833
dish_1561405411,337.3,278.355,20.8426,28.6847,21.5921,332.063,282,8.51106,25.6754,37.2279,121.176,7.48779,10.3051,7.75703,117.753,3.01811,9.10477,13.2014
dish_1566502472,142.352,139.607,7.81653,18.8038,3.06277,132.919,119,7.73538,15.9246,3.41666,101.966,5.59894,13.4691,2.19385,111.697,6.50032,13.382,2.87115
dish_1566838317,92.818,239.655,0.423479,24.2346,1.28153,114.2,284,0.423,29.414,1.559,38.7298,0.176703,10.1123,0.534737,40.2113,0.148944,10.357,0.548944
dish_1565123881,498.473,456.962,22.048,42.0733,33.6697,406.822,515,19.3555,31.0019,30.0632,109.084,4.82491,9.20718,7.36817,78.9945,3.75836,6.01979,5.83751
dish_1563551134,264.522,182.913,6.33491,30.3259,17.2047,246.92,173,5.962,29.723,16.8104,144.616,3.46334,16.5794,9.40593,142.728,3.44624,17.1809,9.71699
dish_1558718906,385.806,273.98,24.7728,39.0187,14.4888,282.58,247,14.228,36.891,9.815,140.815,9.04181,14.2414,5.28826,114.405,5.76032,14.9356,3.97368
dish_1562963289,322.676,167.545,12.2947,39.5843,14.4759,349.918,180,12.686,43.364,15.52,192.591,7.33815,23.626,8.64004,194.399,7.04778,24.0911,8.62222
dish_1562790775,73.492,56.9275,6.47935,2.50923,1.53045,75.6863,40,7.80315,1.51952,0.394182,129.098,11.3818,4.40776,2.68842,189.216,19.5079,3.79879,0.985455
dish_1560801041,450.243,341.55,19.8534,27.2594,37.8253,432.244,292,10.6634,63.2459,25.6701,131.823,5.81274,7.98109,11.0746,148.029,3.65186,21.6596,8.79114
dish_1565123816,287.551,124.756,13.8726,17.2965,21.4215,250.917,110,12.352,13.9509,19.2417,230.49,11.1198,13.8642,17.1707,228.106,11.2291,12.6826,17.4924
dish_1558031351,12.0044,39.3182,0.0567143,3.00139,0.250095,12.3,41,0.041,3.116,0.246,30.5315,0.144244,7.63359,0.636079,30,0.1,7.6,0.6
dish_1559841979,40.3361,85.3233,0.315816,8.96117,1.33365,39.29,85,0.287,9.13,1.192,47.2744,0.370141,10.5026,1.56306,46.2235,0.337647,10.7412,1.40235
dish_1560203400,264.63,94.7498,11.3274,29.3997,10.5863,293.28,104,12.48,33.28,12.48,279.293,11.9551,31.0288,11.1729,282,12,32,12
dish_1563294987,112.673,23.5879,8.72663,0.554933,7.64417,97.38,18,7.56,0.252,6.66,477.672,36.9962,2.35261,32.4071,541,42,1.4,37
