dish_id,pred_calories,pred_mass,pred_fat,pred_carb,pred_protein,true_calories,true_mass,true_fat,true_carb,true_protein,preddens_calories,preddens_fat,preddens_carb,preddens_protein,truedens_calories,truedens_fat,truedens_carb,truedens_protein
dish_1558639440,66.948,134.001,0.284077,17.9132,0.459894,60.32,116,0.232,16.24,0.348,49.9608,0.211996,13.3679,0.343202,52,0.2,14,0.3
dish_1565894889,148.465,65.4144,5.68278,18.2453,6.11136,257.813,74,11.168,33.295,6.641,226.961,8.68736,27.8919,9.34254,348.396,15.0919,44.9932,8.97432
dish_1561147944,49.728,42.8408,4.76887,1.94781,0.656348,42.371,34,3.64301,2.25893,0.820393,116.076,11.1316,4.54663,1.53206,124.621,10.7147,6.64393,2.41292
dish_1557937079,81.1643,15.5194,6.2985,0.129004,5.54557,146.07,27,11.34,0.378,9.99,522.988,40.5848,0.831249,35.7332,541,42,1.4,37
dish_1558641320,191.548,366.45,1.93258,46.2043,4.03257,211.59,336,3.092,49.056,4.52,52.2711,0.527379,12.6086,1.10044,62.9732,0.920238,14.6,1.34524
dish_1567007848,124.714,259.177,1.21721,29.3547,1.85428,100.3,243,0.58,24.836,1.655,48.1194,0.469646,11.3261,0.715451,41.2757,0.238683,10.2206,0.68107
dish_1565810969,18.9937,82.0811,0.353465,3.04957,2.31903,4.6,20,0.08,0.72,0.58,23.1402,0.430629,3.71532,2.82529,23,0.4,3.6,2.9
dish_1562168800,189.285,241.735,5.98682,32.6471,2.97146,237.525,242,9.34268,36.3149,3.826,78.3028,2.47661,13.5053,1.22922,98.1508,3.86061,15.0062,1.58099
dish_1564687046,336.564,289.042,21.6631,16.9556,29.9581,374.794,308,29.0702,20.4583,33.6856,116.441,7.4948,5.86614,10.3646,121.686,9.43836,6.64232,10.9369
dish_1563221054,365.697,232.523,22.7608,9.42915,29.6718,298.878,170,17.8911,6.50988,26.9013,157.273,9.7886,4.05514,12.7608,175.81,10.5242,3.82934,15.8243
dish_1565898361,362.327,202.865,24.0334,8.12991,33.0132,370.671,202,18.8428,7.62006,38.9505,178.605,11.847,4.00754,16.2735,183.501,9.32811,3.77231,19.2824
dish_1560367926,400.866,178.496,18.0467,37.9708,24.9242,408.523,194,20.9659,44.9849,24.1559,224.579,10.1104,21.2726,13.9634,210.579,10.8072,23.1881,12.4515
dish_1560444869,11.0547,31.3748,0.0694163,2.6608,0.160056,14.04,39,0.039,3.51,0.195,35.2342,0.221248,8.4807,0.510141,36,0.1,9,0.5
dish_1559850283,225.326,41.3219,19.3361,8.74424,8.61796,271.707,47,23.265,10.669,10.528,545.293,46.7938,21.1612,20.8557,578.1,49.5,22.7,22.4
dish_1566502505,370.895,274.836,16.4223,30.1405,26.6687,454.517,275,22.4597,33.1468,31.8749,134.951,5.97532,10.9667,9.7035,165.279,8.16716,12.0534,11.5909
dish_1565811091,412.276,416.177,20.0773,17.1035,44.2528,504.4,371,17.632,9.06,74.731,99.0626,4.82421,4.10967,10.6332,135.957,4.75256,2.44205,20.1431
dish_1561739265,286.889,314.683,8.95112,42.2223,10.4243,292.04,308,9.989,41.127,10.689,91.1675,2.84449,13.4174,3.31265,94.8182,3.24318,13.3529,3.47045
dish_1558373159,902.001,317.531,70.5464,40.5057,40.2567,1013.34,334,79.118,30.505,60.625,284.067,22.2172,12.7565,12.678,303.394,23.688,9.13323,18.1512
dish_1565035830,303.462,424.907,8.04363,14.3041,41.6164,340.128,414,6.475,14.785,54.718,71.4185,1.89303,3.36641,9.79423,82.1565,1.56401,3.57126,13.2169
dish_1562788568,285.512,227.487,12.5343,32.6115,16.432,289.203,230,11.7352,46.9172,11.4304,125.507,5.50991,14.3356,7.22328,125.741,5.10225,20.3988,4.96974
dish_1558376483,793.792,283.905,60.7942,33.8331,36.0333,735.03,270,55.444,32.24,33.301,279.598,21.4136,11.917,12.692,272.233,20.5348,11.9407,12.3337
dish_1561739160,33.1618,56.5025,0.246948,7.76593,0.43283,34.77,61,0.183,8.54,0.427,58.691,0.437058,13.7444,0.766037,57,0.3,14,0.7
dish_1558549773,3.11384,12.3688,0.0557272,0.547281,0.314617,2.3,10,0.04,0.36,0.29,25.1749,0.450545,4.42467,2.54363,23,0.4,3.6,2.9
dish_1561574394,65.3077,92.64,4.68097,4.54987,2.42144,61.5024,82,4.80367,3.43842,2.36795,70.4962,5.05287,4.91135,2.61381,75.0029,5.85813,4.19319,2.88775
dish_1558461760,9.40126,51.9152,0.111698,2.08139,0.423937,10.98,61,0.122,2.379,0.549,18.1089,0.215154,4.0092,0.816595,18,0.2,3.9,0.9
dish_1563909469,63.6216,62.3123,5.77015,2.52291,1.29906,72.4028,64,6.90635,2.24837,1.36492,102.101,9.26004,4.04881,2.08476,113.129,10.7912,3.51307,2.13268
dish_1558376938,47.6831,71.6908,0.14367,12.4979,0.494049,51.06,74,0.148,13.32,0.518,66.5121,0.200402,17.4331,0.689139,69,0.2,18,0.7
dish_1565986733,399.063,277.545,33.9793,10.9299,40.3807,387.929,287,35.6928,9.92611,42.9748,143.783,12.2428,3.93805,14.5492,135.167,12.4365,3.45858,14.9738
dish_1558639555,173.264,346.98,1.36352,42.715,3.25579,156.049,320,1.278,38.18,2.725,49.935,0.392967,12.3105,0.938323,48.7653,0.399375,11.9313,0.851562
dish_1558546558,237.388,43.2884,20.2699,9.36322,9.13997,254.364,44,21.78,9.988,9.856,548.388,46.8253,21.6298,21.1141,578.1,49.5,22.7,22.4
dish_1563984242,352.934,680.771,3.05423,35.7253,41.0733,402.117,753,3.30239,36.8196,49.4078,51.8433,0.448643,5.24778,6.03335,53.402,0.438564,4.88972,6.56146
dish_1559849097,382.174,305.717,20.1322,48.944,10.9121,495.928,325,29.044,55.626,14.261,125.009,6.58526,16.0096,3.56936,152.593,8.93662,17.1157,4.388
dish_1563566965,349.449,335.368,23.7976,26.3907,14.2218,370.827,286,12.0885,56.2438,13.121,104.199,7.09596,7.86917,4.24066,129.66,4.22675,19.6657,4.58777
dish_1566849895,72.7745,127.996,3.64373,10.9477,1.00002,112.31,153,7.341,12.821,1.31,56.8569,2.84675,8.55319,0.781289,73.4052,4.79804,8.37974,0.856209
dish_1559157919,23.3139,35.7316,1.67097,1.65076,1.08639,37.0946,39,3.32846,1.52336,0.990958,65.2472,4.67645,4.61987,3.04041,95.1143,8.53452,3.90606,2.54092
dish_1558113477,246.564,44.9065,21.1058,9.736,9.41854,289.05,50,24.75,11.35,11.2,549.061,46.9994,21.6806,20.9737,578.1,49.5,22.7,22.4
dish_1559238993,56.951,107.329,0.299369,14.1719,0.732584,61.56,108,0.324,15.12,0.756,53.0621,0.278926,13.2042,0.682558,57,0.3,14,0.7
dish_1562788506,115.735,110.148,3.07865,22.3377,3.20669,114.588,108,2.592,23.76,3.348,105.073,2.79502,20.2798,2.91126,106.1,2.4,22,3.1
dish_1562774129,102.739,109.995,6.70496,10.2792,1.70371,73.0835,77,2.8981,11.3361,1.539,93.4037,6.0957,9.34514,1.5489,94.9137,3.76376,14.7222,1.9987
dish_1559578551,107.092,21.0674,8.21414,0.229669,7.46308,124.43,23,9.66,0.322,8.51,508.329,38.9897,1.09016,35.4247,541,42,1.4,37
dish_1562788536,203.393,180.873,6.96592,32.5977,6.99683,245.132,190,6.61,44.752,5.398,112.451,3.85128,18.0225,3.86838,129.017,3.47895,23.5537,2.84105
dish_1559233756,165.928,186.01,5.20954,23.92,5.70912,189.85,222,5.242,30.418,6.142,89.2038,2.80068,12.8595,3.06925,85.518,2.36126,13.7018,2.76667
dish_1564428181,514.996,306.578,31.5181,11.7305,42.9629,510.051,320,32.3234,20.955,34.3055,167.982,10.2806,3.82628,14.0137,159.391,10.1011,6.54845,10.7205
dish_1565118729,434.63,222.256,26.9288,8.30735,37.557,435.493,248,24.2651,9.01755,41.903,195.553,12.1161,3.73773,16.898,175.602,9.78432,3.63611,16.8964
dish_1568305225,407.21,190.415,30.8514,8.49563,22.8793,428.668,144,35.1369,4.89725,24.473,213.853,16.2021,4.46163,12.0155,297.686,24.4006,3.40087,16.9951
dish_1566414291,292.06,287.565,15.8155,30.8119,13.3982,345.142,244,14.7944,46.0217,7.03522,101.563,5.4998,10.7147,4.65919,141.452,6.06328,18.8614,2.88329
dish_1561661347,65.7571,136.231,2.84783,7.57108,4.40945,50.67,132,1.632,7.215,3.426,48.2688,2.09044,5.55753,3.23675,38.3864,1.23636,5.46591,2.59545
dish_1566501575,536.846,453.075,20.3185,26.4794,58.4466,251.694,54,15.552,26.892,3.348,118.489,4.48458,5.84438,12.9,466.1,28.8,49.8,6.2
dish_1563218408,238.895,98.5342,10.0667,26.4507,10.4186,245.34,87,10.44,27.84,10.44,242.449,10.2165,26.8442,10.5736,282,12,32,12
dish_1561661377,243.815,287.605,15.4843,13.3138,30.1072,306.334,294,8.97279,11.8548,43.7352,84.7743,5.38388,4.62919,10.4682,104.195,3.05197,4.03226,14.8759
dish_1558639876,76.6693,253.72,0.667094,17.7264,3.00832,68.18,215,0.529,15.37,2.767,30.2181,0.262925,6.9866,1.18568,31.7116,0.246047,7.14884,1.28698
dish_1566849862,65.1545,59.6459,5.95999,3.84061,0.49242,77.05,67,7.169,4.221,0.536,109.236,9.99229,6.43902,0.825573,115,10.7,6.3,0.8
dish_1566502573,683.371,512.577,27.9196,69.3865,45.7594,821.51,487,43.2062,60.7182,51.1893,133.321,5.4469,13.5368,8.92734,168.688,8.87192,12.4678,10.5111
dish_1562009810,124.83,95.2872,1.56747,24.4517,2.672,119.88,108,0.972,24.84,2.808,131.003,1.64499,25.661,2.80416,111,0.9,23,2.6
dish_1564675411,270.669,340.929,9.40487,4.9517,37.4168,235.531,308,7.033,2.708,35.193,79.3916,2.7586,1.45241,10.9749,76.4711,2.28344,0.879221,11.4263
dish_1560203424,338.62,121.167,16.6103,32.3744,14.1855,451.754,138,22.272,50.212,14.588,279.467,13.7087,26.7189,11.7075,327.358,16.1391,36.3855,10.571
dish_1562790824,525.024,376.532,45.4001,15.2319,50.675,437.072,368,49.8295,19.2739,49.8599,139.437,12.0575,4.04531,13.4584,118.769,13.5406,5.23747,13.5489
dish_1558030289,36.4217,107.553,0.159865,9.11798,0.579415,38.52,107,0.107,9.63,0.535,33.864,0.148638,8.47767,0.538725,36,0.1,9,0.5
dish_1560444985,134.763,256.046,5.15859,17.8182,5.61488,198.938,264,10.0954,24.0756,5.12749,52.6323,2.01471,6.95898,2.19292,75.3552,3.82403,9.11955,1.94223
dish_1563984140,200.726,385.426,0.581086,2.34992,38.6355,245.44,472,0.944,3.304,47.2,52.079,0.150765,0.609694,10.0241,52,0.2,0.7,10
dish_1561662160,96.554,80.3161,6.52532,7.49688,4.13244,41.8383,36,3.37508,2.75282,0.63016,120.218,8.12455,9.33423,5.14523,116.218,9.37522,7.64671,1.75044
dish_1558641164,70.8383,141.552,0.29382,19.1406,0.450447,80.08,154,0.308,21.56,0.462,50.0442,0.207571,13.522,0.318221,52,0.2,14,0.3
dish_1558110335,1.67051,0.333092,0.131945,0.0059987,0.107285,37.87,7,2.94,0.098,2.59,501.516,39.612,1.80091,32.2087,541,42,1.4,37
dish_1565811061,308.782,372.971,15.7964,15.7834,32.4906,380.32,324,7.762,9.06,65.801,82.7898,4.23528,4.2318,8.7113,117.383,2.39568,2.7963,20.309
dish_1559844490,97.1785,183.042,0.433774,24.7714,1.33193,108.36,180,0.459,27.45,1.359,53.0907,0.23698,13.5331,0.727664,60.2,0.255,15.25,0.755
dish_1562786103,188.402,126.584,6.22023,28.3965,5.16766,93.081,57,3.363,13.965,2.337,148.836,4.91393,22.433,4.08241,163.3,5.9,24.5,4.1
dish_1563897087,217.709,236.847,10.4533,19.7184,13.7276,102.44,231,0.67,8.169,15.196,91.9199,4.41353,8.3254,5.79597,44.3463,0.290043,3.53636,6.57836
dish_1566590007,883.183,490.114,41.8304,53.7409,79.178,740.762,457,29.2331,57.951,61.7982,180.199,8.53482,10.965,16.155,162.092,6.39674,12.6807,13.5226
dish_1560975517,45.0403,105.467,1.04197,7.42396,2.96997,42.39,99,1.858,4.608,3.064,42.7054,0.987953,7.03911,2.81601,42.8182,1.87677,4.65455,3.09495
dish_1557936645,10.7565,30.5375,0.0979262,2.56071,0.193512,11.88,36,0.108,2.88,0.252,35.2239,0.320675,8.38545,0.633686,33,0.3,8,0.7
dish_1565020796,139.218,103.302,7.50906,1.00895,14.6244,90.6,99,3.542,0.749,12.06,134.767,7.26901,0.976696,14.1569,91.5151,3.57778,0.756566,12.1818
dish_1559578579,137.825,84.3086,9.04276,5.49908,8.83342,142.58,78,9.825,4.722,8.895,163.477,10.7258,6.52257,10.4775,182.795,12.5962,6.05385,11.4038
dish_1557862783,500.517,323.764,24.4101,10.1379,53.5626,442.98,258,24.919,3.85,50.416,154.593,7.53948,3.13127,16.5437,171.698,9.65853,1.49225,19.5411
dish_1560975601,289.109,318.794,12.5438,17.5851,30.5717,233.936,253,8.42107,17.9459,22.7947,90.6883,3.93478,5.51614,9.5898,92.4647,3.32849,7.09325,9.00976
dish_1560367952,233.206,188.299,14.932,16.8724,13.3929,414.733,221,21.0739,45.9569,24.9389,123.848,7.92991,8.96044,7.11258,187.662,9.53571,20.795,11.2846
dish_1563565454,261.289,266.724,13.2424,22.8236,19.2995,350.789,322,22.6869,26.5777,22.2346,97.9624,4.96484,8.55703,7.23575,108.941,7.04562,8.25394,6.90516
dish_1562703408,324.838,181.216,14.5007,30.1624,18.1256,311.209,196,12.0492,32.8336,17.4077,179.255,8.00187,16.6445,10.0022,158.78,6.14755,16.7518,8.8815
dish_1564689138,273.517,225.803,14.3252,27.0239,10.1496,268.267,223,21.9736,15.5228,5.80121,121.131,6.34413,11.9679,4.49488,120.299,9.85361,6.96091,2.60144
dish_1563221086,375.207,293.123,20.1994,14.4018,32.1574,328.278,254,18.2271,12.3899,28.9173,128.004,6.89111,4.91325,10.9706,129.243,7.17602,4.87791,11.3848
dish_1567007814,80.3327,164.075,0.534608,19.5193,1.13224,73,152,0.398,17.92,1.109,48.961,0.325832,11.8966,0.690072,48.0263,0.261842,11.7895,0.729605
dish_1565896701,297.303,170.128,18.8383,10.9994,19.9428,294.473,184,18.1844,8.32206,25.7472,174.753,11.073,6.46537,11.7222,160.04,9.88282,4.52286,13.993
dish_1557937615,7.10295,23.7488,0.0797173,1.65645,0.147554,6.93,21,0.063,1.68,0.147,29.9086,0.335669,6.97486,0.62131,33,0.3,8,0.7
dish_1564427455,338.412,256.633,22.5782,7.7388,27.2131,354.26,218,23.956,4.212,31.222,131.866,8.79786,3.01551,10.6039,162.505,10.989,1.93211,14.322
dish_1564588859,168.626,234.625,2.86555,10.4857,24.2908,183.586,257,4.75445,9.57116,23.4361,71.8703,1.22133,4.46915,10.353,71.4344,1.84998,3.72419,9.1191
dish_1561577848,335.437,220.165,14.3358,5.76439,43.8549,413.348,254,13.8416,6.03791,63.1229,152.357,6.51138,2.61821,19.9191,162.735,5.44944,2.37713,24.8515
dish_1563389600,331.6,256.28,20.8631,5.10047,30.3586,451.428,264,29.046,2.924,44.474,129.39,8.14075,1.9902,11.8459,170.995,11.0023,1.10758,16.8462
dish_1566316726,350.386,551.625,4.83129,24.3186,43.9218,409.523,685,4.10161,25.3654,57.4902,63.5189,0.875829,4.40855,7.96226,59.7844,0.598775,3.70298,8.39274
dish_1562776465,136.743,190.363,2.32571,26.2282,3.38142,173.432,212,4.40542,31.4916,3.63413,71.833,1.22172,13.778,1.7763,81.8078,2.07803,14.8545,1.71421
dish_1568401261,397.231,396.573,8.69457,21.6238,54.8362,530.393,443,26.3507,34.583,39.132,100.166,2.19243,5.45265,13.8275,119.728,5.94824,7.80654,8.8334
dish_1559841950,10.8053,31.0592,0.122312,2.243,0.675442,11.2,32,0.128,2.24,0.768,34.7893,0.393805,7.2217,2.1747,35,0.4,7,2.4
dish_1558375667,455.186,84.1291,38.6993,17.8963,17.6299,687.939,119,58.905,27.013,26.656,541.057,45.9999,21.2724,20.9558,578.1,49.5,22.7,22.4
dish_1558639482,58.1564,56.8198,1.27724,12.013,1.75456,30.769,29,0.696,6.38,0.899,102.352,2.24788,21.1422,3.08794,106.1,2.4,22,3.1
dish_1566328805,866.664,509.636,34.5571,79.3885,59.0205,927.81,488,28.737,85.054,77.984,170.055,6.78074,15.5775,11.5809,190.125,5.88873,17.4291,15.9803
dish_1558114145,56.4116,84.2565,0.167598,14.6758,0.614137,57.27,83,0.166,14.94,0.581,66.9523,0.198914,17.418,0.72889,69,0.2,18,0.7
dish_1562700593,392.821,379.157,29.7615,19.3818,34.7831,385.774,384,29.8068,18.612,37.0463,103.604,7.84939,5.11181,9.1738,100.462,7.76219,4.84687,9.64748
dish_1557937574,11.1504,15.6392,0.318782,2.01489,0.170166,5.59,13,0.065,1.196,0.182,71.2976,2.03835,12.8836,1.08807,43,0.5,9.2,1.4
dish_1561661324,36.5232,86.5039,1.52309,4.23408,2.78848,33,75,1.575,3.225,2.4,42.2214,1.76072,4.89467,3.22353,44,2.1,4.3,3.2
dish_1564588820,62.7581,137.913,0.297958,1.57352,11.4843,81.12,156,0.312,1.092,15.6,45.5057,0.216049,1.14095,8.32721,52,0.2,0.7,10
dish_1566414225,87.0816,119.498,5.31329,4.56183,9.57391,125.182,88,4.18641,17.9417,3.75922,72.8727,4.44633,3.81749,8.01175,142.252,4.75728,20.3883,4.27184
dish_1568305257,755.616,406.291,57.2191,9.61213,44.9098,837.148,420,65.4969,9.31325,52.073,185.979,14.0833,2.36582,11.0536,199.321,15.5945,2.21744,12.3983
dish_1564773826,15.0164,61.4971,0.483056,2.79045,0.418336,10.08,56,0.112,2.184,0.504,24.418,0.785494,4.53754,0.680254,18,0.2,3.9,0.9
dish_1562700496,28.8671,118.091,0.372625,5.94689,1.99177,31,124,0.372,6.2,2.232,24.4448,0.315541,5.03586,1.68664,25,0.3,5,1.8
dish_1566850099,120.358,105.944,10.5417,6.42534,2.28752,113.058,112,10.6873,4.14074,1.52555,113.606,9.95028,6.06484,2.15918,100.945,9.54227,3.69708,1.3621
dish_1560975628,391.042,336.265,15.6912,33.4136,31.2629,348.273,296,12.4631,32.3509,27.6107,116.29,4.66632,9.9367,9.29711,117.66,4.2105,10.9294,9.32794
dish_1558461431,2.42917,10.6078,0.042166,0.403699,0.277773,1.15,5,0.02,0.18,0.145,22.8999,0.3975,3.80568,2.61857,23,0.4,3.6,2.9
dish_1558635618,230.223,357.292,2.48137,53.3999,5.98683,220.254,334,2.439,49.7,5.606,64.4357,0.694493,14.9457,1.67561,65.9443,0.73024,14.8802,1.67844
dish_1561148021,331.677,219.969,17.0389,24.0074,20.6688,361.765,216,19.9488,23.6116,22.2041,150.783,7.74604,10.914,9.39623,167.484,9.23555,10.9313,10.2797
dish_1566328745,303.508,250.088,9.82858,2.41439,48.1376,282.03,203,6.084,1.404,52.094,121.36,3.93005,0.965415,19.2483,138.931,2.99704,0.691626,25.6621
dish_1558373074,71.0752,140.346,0.294251,18.8902,0.505366,73.84,142,0.284,0.426,19.88,50.6426,0.20966,13.4597,0.360084,52,0.2,0.3,14
dish_1561662869,289.252,201.989,10,13.5007,36.8758,284.346,192,9.2427,10.2828,38.791,143.202,4.95077,6.68389,18.2564,148.097,4.81391,5.35561,20.2037
dish_1558544663,135.042,191.519,3.32948,20.7279,7.68207,141.44,208,2.912,24.96,4.992,70.5107,1.73846,10.8229,4.01112,68,1.4,12,2.4
dish_1564588919,317.437,402.044,7.15293,38.5826,23.6961,335.944,452,7.60681,41.0018,25.0932,78.9558,1.77914,9.5966,5.89391,74.3239,1.68292,9.07119,5.5516
dish_1563909580,435.475,294.401,15.4985,58.4841,15.5373,544.312,361,20.1222,74.1441,18.4818,147.919,5.26442,19.8654,5.27759,150.779,5.57401,20.5385,5.1196
dish_1565894858,33.4615,20.324,1.34179,4.93114,0.449399,132.84,27,6.75,17.55,1.377,164.64,6.60196,24.2626,2.21117,492,25,65,5.1
dish_1564689078,55.7276,46.5199,5.18652,2.29274,0.734731,72.3608,55,6.58469,2.95896,1.45029,119.793,11.149,4.92851,1.57939,131.565,11.9722,5.37993,2.63689
dish_1566414412,546.441,479.538,31.7184,31.6391,48.8911,920.12,658,37.8124,57.0623,85.3348,113.951,6.61437,6.59782,10.1955,139.836,5.74656,8.67209,12.9688
dish_1566502537,438.564,318.377,19.2078,34.587,32.6147,517.644,315,24.2722,34.2924,41.8278,137.75,6.03302,10.8635,10.2441,164.331,7.70547,10.8865,13.2787
dish_1558718587,15.9309,65.5142,0.208503,3.24613,1.10429,10.25,41,0.123,2.05,0.738,24.3167,0.318257,4.95485,1.68558,25,0.3,5,1.8
dish_1563551164,302.927,272.528,8.66286,39.6546,15.4496,339.756,270,8.32785,46.7571,17.7567,111.154,3.17871,14.5507,5.66901,125.836,3.08439,17.3175,6.57657
dish_1558720236,752.85,425.891,54.5976,56.6481,28.2397,887.823,407,66.44,60.461,31.913,176.771,12.8196,13.3011,6.63074,218.138,16.3243,14.8553,7.84103
dish_1562776497,280.454,262.12,14.9707,22.9797,13.3857,291.832,292,13.2054,32.7716,11.6341,106.994,5.71139,8.76689,5.10672,99.9426,4.5224,11.2231,3.98429
dish_1563565289,84.7277,85.6998,2.15174,16.5804,2.63512,93.368,88,2.112,19.36,2.728,98.8658,2.51079,19.3471,3.07482,106.1,2.4,22,3.1
dish_1559849412,265.642,49.8708,22.6957,10.4477,10.2704,352.641,61,30.195,13.847,13.664,532.661,45.5091,20.9496,20.5941,578.1,49.5,22.7,22.4
dish_1559934477,20.7616,45.1042,0.959694,1.96579,1.47742,25.08,57,1.197,2.451,1.824,46.0301,2.12772,4.35832,3.27556,44,2.1,4.3,3.2
dish_1557936599,15.1884,44.536,0.161726,3.18893,1.00973,22.05,63,0.252,4.41,1.512,34.1036,0.363135,7.16035,2.26722,35,0.4,7,2.4
dish_1563565354,265.594,194.142,14.905,18.0831,22.8692,272.315,193,15.7771,23.0455,20.0397,136.804,7.67736,9.31436,11.7796,141.096,8.17465,11.9407,10.3833
dish_1561405411,304.494,268.4,18.5809,27.4992,21.1537,332.063,282,8.51106,25.6754,37.2279,113.448,6.92286,10.2456,7.88143,117.753,3.01811,9.10477,13.2014
dish_1566502472,130.896,124.151,6.48001,17.4484,3.2901,132.919,119,7.73538,15.9246,3.41666,105.433,5.21945,14.0542,2.65007,111.697,6.50032,13.382,2.87115
dish_1566838317,104.606,269.293,0.458099,26.2427,1.59814,114.2,284,0.423,29.414,1.559,38.8447,0.170112,9.74504,0.593457,40.2113,0.148944,10.357,0.548944
dish_1565123881,358.909,383.714,16.2094,32.0619,23.6206,406.822,515,19.3555,31.0019,30.0632,93.5355,4.22434,8.35567,6.15579,78.9945,3.75836,6.01979,5.83751
dish_1563551134,290.576,192.735,7.66958,35.4137,17.7726,246.92,173,5.962,29.723,16.8104,150.764,3.97933,18.3743,9.22125,142.728,3.44624,17.1809,9.71699
dish_1558718906,385.891,293.798,22.9546,41.2219,13.3879,282.58,247,14.228,36.891,9.815,131.346,7.81305,14.0307,4.55682,114.405,5.76032,14.9356,3.97368
dish_1562963289,278.858,155.307,10.4664,34.9262,12.5965,349.918,180,12.686,43.364,15.52,179.553,6.73917,22.4885,8.11069,194.399,7.04778,24.0911,8.62222
dish_1562790775,77.6362,60.9595,7.45088,2.28306,1.26306,75.6863,40,7.80315,1.51952,0.394182,127.357,12.2227,3.74521,2.07196,189.216,19.5079,3.79879,0.985455
dish_1560801041,328.331,308.771,12.8864,28.7971,25.0241,432.244,292,10.6634,63.2459,25.6701,106.335,4.17346,9.32635,8.10443,148.029,3.65186,21.6596,8.79114
dish_1565123816,219.669,96.4368,10.4181,14.155,15.8362,250.917,110,12.352,13.9509,19.2417,227.786,10.8031,14.678,16.4213,228.106,11.2291,12.6826,17.4924
dish_1558031351,13.8815,46.8065,0.0968287,3.46351,0.292477,12.3,41,0.041,3.116,0.246,29.6573,0.20687,7.39962,0.624864,30,0.1,7.6,0.6
